id,name,text,trans
0000000000000,千奈,わたくし、自習がしたいのです！\nなにがいいでしょうか？,我想要自習！\n有什麼好呢？
0000000000000,{user},自習……レッスンのですか？,自習……是指課外功課嗎？
0000000000000,千奈,はい！　ほかの人と同じでは\n追いつけないですから！,是的！因為跟別人不一樣的話\n就會跟不上！
0000000000000,{user},（自習でできることは限られるが、\n　やる気に応えたい……）,（雖然自習的範圍有限，\n但我想回應她的積極態度……）
select,,国語や数学の\n予習復習を,可以預習和複習\n國語和數學
select,,アイドル番組を\n見てください,看看偶像節目
select,,早く寝ましょう,早點休息
0000000000000,千奈,へっ？\nアイドルのではなく？,嘿？\n不是看偶像的嗎？
0000000000000,{user},ええ。成績が安定していると、\n心置きなくレッスンに集中できます。,對。成績穩定了，\n才能心無旁騖地專心上課。
0000000000000,千奈,なるほど、しかし……,原來如此，但是……
0000000000000,千奈,そうではないのですっ！\nわかってくださいませ～～っ！,不是這樣的！\n請理解一下啦～～！
0000000000000,{user},そのふるまいが正解とは限りませんが、\n参考になるはずですから。,雖然這種態度不一定是對的，\n但應該是值得參考的。
0000000000000,千奈,わかりましたっ！\n毎晩見ますわ！,明白了！每晚都看！
0000000000000,{user},睡眠時間を削らないように\n注意してください。,請注意不要犧牲睡眠時間。
0000000000000,千奈,はい！,好的！
0000000000000,千奈,な、なにもせずにですか……？,什、什麼都不做嗎……？
0000000000000,{user},倉本さんは意欲に体力が\n追いついていない状態ですから。,倉本小姐的意欲超過了體力，\n所以得調整一下。
0000000000000,{user},寝る子は育つといいますし、\n訓練の一種だと思って。,俗話說睡得好長大，\n當作一種訓練吧。
0000000000000,千奈,うぅっ……悔しいですが\nおっしゃる通りですわ。,唔……雖然有點不甘心，\n但您說得有道理。
0000000000000,千奈,わかりました……っ！\n今は寝ますっ……！,明白了……！\n現在去睡……！
info,adv_pevent_001_kcna_activity_007.txt,,
译者,gpt-3.5-turbo-0125,,
