id,name,text,trans
0000000000000,佑芽,今日もアイドル目指して！,今天也要朝做偶像的目標邁進！
0000000000000,千奈,がんばりますわ！,我會加油的！
0000000000000,広,おー。,噢。
0000000000000,佑芽,今日の戦場はぁ～っ！\nボイスレッスンだぁ～！,今天的戰場啊～！\n是聲音訓練啦～！
0000000000000,千奈,突撃ですわ～っ！,發起攻擊～！
0000000000000,広,とつげき～。,發起攻擊～。
0000000000000,佑芽,はぁ～。\nダメダメだったぁ～。,唉～。\n表現得不好啊～。
0000000000000,千奈,トレーナーさんが\n悲しそうな目をしていましたわぁ～。,訓練師看起來\n有點難過呢～。
0000000000000,広,芸術的な表情だった。,那是藝術性的表情。
0000000000000,千奈,もっとこう、手心をっ！\n手心を加えていただきたいですわっ！,再多點、溫柔！\n希望能多加點溫柔呢！
0000000000000,佑芽,こんなにダメダメだと\n自信なくすなぁ～。,這樣表現這麼差\n會失去信心的啊～。
0000000000000,佑芽,って、補欠合格で\n自信もなにもないか！,可是，被列為候補合格\n也不會有信心啊！
0000000000000,広,プライドを持つだけ無駄。,只有擁有自尊心是徒勞的。
0000000000000,千奈,プライドを捨てる……\nもしかしてコネですか！？,放下自尊……\n難道這就是關係！？
0000000000000,千奈,わたくしは実力でっ……！\nですがやむなしならばっ……！,我是憑實力……！\n但如果沒辦法……！
0000000000000,佑芽,だ、大丈夫だよ！　まだ！,沒、沒關係的！　還早呢！
0000000000000,佑芽,もっと練習して！,再多練習一下！
0000000000000,千奈,明日こそは！,明天一定！
0000000000000,広,……最後まで立ってるのを目指す。,……堅持到最後。
0000000000000,佑芽,えいえいおーっ！,嘿嘿喔ー！
info,adv_csprt-1-0009_02.txt,,
译者,gpt-3.5-turbo-0125,,
