id,name,text,trans
0000000000000,佑芽,プロデューサーさん、\n今日はお買い物ですか？,製作人，\n今天是要去買东西吗？
0000000000000,{user},そのとおりです。\n何を買うかわかりますか？,没错。\n你知道要买什么吗？
0000000000000,佑芽,バンデージですね！\nちょうど切らしてると見ました！,绷带对吧！\n刚好发现用完了！
0000000000000,{user},プロデューサーの仕事に\nバンデージは使いませんよ。,作为製作人\n不会用到绷带的。
0000000000000,佑芽,うーん。じゃあ、なんだろう……？,嗯。那么，要买什么呢……？
select,,佑芽さんへの\nプレゼントです,送给佑芽的礼物
select,,スポーツ用品です,体育用品
select,,佑芽さんの服です,佑芽的衣服
0000000000000,佑芽,おおっ！\nありがとうございます！,哦！\n谢谢！
0000000000000,佑芽,…………あれ？\nあたしに、ですか？,…………嗯？\n送给我，吗？
0000000000000,{user},普段がんばっているので。\nなんでもどうぞ。,因为你平时很努力。\n随便挑吧。
0000000000000,佑芽,な、なんでも……\nいいんですかっ？,随、随便挑……\n可以吗？
0000000000000,佑芽,ほんとうに、なんでも！？,真的，随便挑！？
0000000000000,{user},（なにを買うつもりなんだ……？）,（打算买什么呢……？）
0000000000000,佑芽,おぉ～～～～～～～～～っ！,哦～～～～～～～～～～！
0000000000000,{user},必要なものがあれば\n補充しておきましょう。,如果有需要的东西\n就补充一下吧。
0000000000000,佑芽,いいですね～っ！,好的呢～！
0000000000000,佑芽,あたし、スポーツ用品店を\n見て回るのが大好きなんです！,我超喜欢\n逛体育用品店的！
0000000000000,佑芽,ええっ？\nどうしてですか？,诶诶？\n为什么呢？
0000000000000,{user},仕事着ですよ。これから仕事が\n入ってきたら、着るものです。,这是工作服。之后有工作的话，\n就要穿的衣服。
0000000000000,佑芽,私服じゃダメなんですか？,不能穿私服吗？
0000000000000,{user},専用のものがあったほうが\n管理しやすいですよ。,有专用的会更容易\n管理哦。
0000000000000,佑芽,せんよう……\nユニフォームみたいなものですねっ。,专用……\n像制服一样的吗。
0000000000000,佑芽,わかりましたっ！\n気合い入れて選びます！,知道了！\n我会加油选的！
info,adv_pevent_001_hume_activity_006.txt,,
译者,gpt-3.5-turbo-0125,,
