id,name,text,trans
3015019020010,甜花,……,……
0000000000000,店員,────いらっしゃいませ\nメンバーズカードはお持ちですか？,────欢迎光临\n请问有会员卡吗？
3015019020020,甜花,ひゃい……！\n持ってない、です……！,呀……！\n没、没有……！
0000000000000,店員,でしたら、こちらからご登録を……────,那么，请您这边登记一下……────
3015019020030,千雪,わ、見て、甜花ちゃん,哇，你看，甜花酱
3015019020040,甜花,う、うん……,嗯、嗯……
3015019020050,千雪,このお店、ドリンクバーだけじゃなくて\nデザートバーもあるみたい,这家店，不只有饮料自助\n好像还有甜点自助
3015019020060,甜花,すごい、ケーキ……\nいっぱいある……！,好厉害，蛋糕……\n好多……！
3015019020070,千雪,しかも、店員さんがちゃんと作ってくれるみたい\nカウンターで頼めるみたいだし、行ってみない？,而且，好像是由店员亲手制作的\n可以在柜台点餐，要不要去试试？
3015019020080,甜花,行く……！,去……！
3015019020090,千雪,────すみません、生クリームココアひとつ\nお願いします,────不好意思，请给我一杯奶油可可
3015019020100,甜花,甜花も、同じの……！,甜花也，要一样的……！
3015019020110,甜花,……千雪さん……\n読みたいの、あった……？,……千雪桑……\n有想看的书吗……？
3015019020120,千雪,うん、前に薦めてもらった本があるから\nそれにしようかなって,嗯，之前有人推荐过一本书\n我想看看那本
3015019020130,甜花,すごい……\n絵、綺麗……,好厉害……\n图画，好漂亮……
3015019020140,千雪,うん。細やかに描かれた世界が\nすっごく素敵だなって、思ってたの,嗯。细致描绘的世界\n我觉得非常棒
3015019020150,千雪,だけど、普段あまり読まないジャンルだから\nなかなかきっかけがなくて,但是，因为平时不太看这种类型的书\n一直没有机会
3015019020160,甜花,じゃあ、いい機会……\nかも……,那，这是个好机会……\n吧……
3015019020170,千雪,ふふっ、そうね\nこれにしようかな,呵呵，是啊\n就选这本吧
3015019020180,千雪,甜花ちゃんは？,甜花酱呢？
3015019020190,甜花,甜花は……,甜花……
3015019020200,甜花,『オンラインゲームやり放題』って……\n書いてあった、から……,写着……\n“在线游戏畅玩”……
3015019020210,甜花,ゲーム……,游戏……
3015019020220,千雪,わぁ、やり放題なら\n沢山遊べちゃうね！,哇，畅玩的话\n可以玩好多游戏呢！
3015019020230,甜花,にへへ……\nこれなら、ずっといられる……,嘿嘿……\n这样的话，就能一直待在这里了……
3015019020240,千雪,よーし\nのんびりしちゃうぞ♪,好\n悠闲地享受吧♪
3015019020250,甜花,おー……！,哦……！
3015019020260,甜花,……,……
3015019020270,千雪,……,……
3015019020280,甜花,……,……
3015019020290,千雪,……,……
3015019020300,千雪,──……！,──……！
3015019020310,甜花,……？,……？
3015019020320,千雪,あ、ごめんね\nちょっとびっくりしちゃって,啊，抱歉\n稍微有点惊讶
3015019020330,甜花,どうしたの……？,怎么了……？
3015019020340,千雪,えっと……今、双子の姉妹が呪いを受けて\n異世界に引き寄せられたんだけど……,那个……现在，一对双胞胎姐妹受到了诅咒\n被拉到了异世界……
3015019020350,甜花,うん……,嗯……
3015019020360,甜花,あ……！,啊……！
3015019020370,甜花,姉、連れてかれちゃった……\nピンチ……,姐姐，被带走了……\n危险……
3015019020380,千雪,どうかな……\nピンチなのは妹の方かも？,怎么样呢……\n也许妹妹更危险？
3015019020390,千雪,精神的には、姉の方が強いから,精神上，姐姐更坚强
3015019020400,甜花,そっか……,这样啊……
3015019020410,千雪,この本、テーマに哲学があるって聞いてたけど\n確かにちょっと考えさせられちゃうな,听说这本书的主题是哲学\n确实让人思考很多呢
3015019020420,甜花,わかる……段々、お話が……\nおっきくなって、きた……！,我懂……故事渐渐地……\n变得宏大了……！
3015019020430,千雪,うん,嗯
3015019020431,甜花＆千雪,……！,……！
3015019020440,千雪,『次巻に続く』……,“未完待续”……
3015019020450,甜花,じゃあ、次……,那，下一本……
3015019020460,千雪,気になるよね\nでも、今日はおしまい,很在意吧\n但是，今天就到这里吧
3015019020470,甜花,え……\nもう、こんな時間……？,诶……\n已经，这么晚了……？
0000000000000,スタッフ,────お疲れ様です！\nまもなく準備が整うのでお待ちください,────辛苦了！\n马上就准备好了，请稍等
3015019020480,甜花,……\n続き……,……\n后续……
3015019020490,千雪,ふふっ、読みたいよね\n仕事が終わったら、また行こう,呵呵，想看吧\n工作结束后，再去吧
3015019020500,甜花,うん……,嗯……
3015019020510,千雪,今度は時間を気にせず\nゆっくりと楽しめると思うから,下次不用在意时间\n可以慢慢享受
3015019020520,千雪,頑張ったご褒美に、ね♪,作为努力的奖励，ね♪
3015019020530,甜花,わかった……！\n甜花、頑張る……！,知道了……！\n甜花，会努力的……！
3015019020531,甜花＆千雪,続きのため……！,"为了后续……！ "
info,produce_events/301501902.json,,
译者,gemini-1.5-pro,,
